ID,Tweet,Sentiment Polarity
28512,sahab aapki ji bahut sukhad anubhav aapko,neutral
39394,sare intellectu gyan ground chang yahi raha ba sare pseudo zikar naak fan,neutral
36646,final round watch pasaran great programm idea stori give,positive
28354,notif style chang hogaya direct tweet share option better hogaya mano better aagaya,positive
8150,badhai sir aapk sansadiy chetra vararasi mera harso sir,positive
17706,happi birthday lord saint insan bless max,positive
10713,pant ramadan pehl loos thein fit hain alhumduillah,neutral
25129,head congress know good india educ industri,neutral
24004,mehta gandhi desh hain azadi pehl desh hain gods jabs bjp tabs henc,negative
11101,special effect make strong snapchat filter matter go ju,neutral
13125,gum baat fail samasya sambhaln log fail aankh kholn ankhein,negative
14261,beauti movi favorit song tujhs naraj,positive
6153,ghalat samajn ni yahi dimagh ni kharab apka kharab,negative
11150,everytim floor think hume wood good memori,positive
9051,sorri akhbaar wali log hain thoray pandu hain paper towel wali shenanigan nahi aati,negative
15956,na bjp dono chu parti kais nahi,negative
13802,thatbeardguy shame search karna chahiya student nahi vala scheme,negative
24081,jalt gay jais bjp bewafaa huy andher gustakhiya tumn,positive
21884,baato sare blous karog elect pehan lena baki,neutral
25252,india realli need better technic batsmen like ajinkya rehn middl order england migh,neutral
43991,inka bhav khatam gaya kuch mila nahi bjp bahar rakha,negative
20744,pleas sir vika baatyen last year shak nahi bjp hindutv jati,neutral
17688,thank sir tareek bhi polit entri latega dusra adme koti ni milega adme,positive
31076,ji jawan ji kisan,neutral
13397,scene wouldv much better song omfg,positive
7979,ye papa nomura bless,neutral
10917,haramzad kuti saaley chutiy teri aukat,negative
17063,sorri like retweet modi naam hone bawajood aunti apni aukat kabhi bhulna,neutral
21498,sekci bunnytherabbit aeeee jhutha ramzan jhoot nahi bolt,neutral
11207,teri jali na jali na teri spell chor,neutral
16577,majak karta serious,positive
25532,sunoo pyar kahani pyar kare sala chutiya prani bete sabka katega kabtak bechega,negative
26208,miss apn ministri chalayi bahut ach sabka jeet liy,neutral
33855,messag loud clear kaam nahi karay ghar jay chahiy kitna bara naam kon na baatein chahiy jitni,neutral
8956,number jhoothi orat teri acha nahi lagta abba chor cha chor bhaiya chor sara khand,negative
8747,mujh separ prblm use,neutral
14745,wow poet zikar good luck team cup lack seem,positive
39874,ayaz chor leader non proven properti case andar,negative
36028,surviv grade kida done school summer vacat offici start wohooo cute,positive
2554,socha summer mein world cup dekhen gay mind footbal wahan patli halat,neutral
13168,jehadi pakistan khilaf sunegi ni kuch pakistan india tere tax bhukh ni,negative
38128,modi bahut bahut badhai abhishek verma liy congress format modi,positive
13785,bhi tune kashi scam awaaz nahi uthai modi kale gaaon awaaz utha,neutral
40071,sir mubarak aapko miss post use write liverpool group alway insp,positive
5457,itn jute marugina agar pakad mein aaya itna ganda comment karta hain harami,negative
17508,mahin nahi dekha news walo tumh hindu muslim,negative
10243,appli role assist project offic consult bachpan bacho andolan india candid,neutral
31399,congratul pm narendra damodar de modi alpsankhyak smja liy apka kadam aag badhega vishawa,positive
4004,teri kahe jail rahi kalau,negative
28571,baat madr wali karah,neutral
14430,pooja nahi teri jali rahi elect result bad lagi aag bujhegi nahi jaldi,negative
34847,tootni pata nahi think lacer jati hogi,neutral
34826,alam baba zaroorat nhe aapko sachch allha karo inshallha aapki,positive
10851,mean soniya proper etiquett say thank peopl,negative
11636,okay partner tipu like partner keluar inform bot,neutral
35316,thi translat chu wow mean meaning true heal song listen,positive
11163,lot girl immatur drama,neutral
9761,urdu na na kuti bachhon harkat saza baki bahar hain bolo insan,negative
38228,congratul prime minist shri take oath second time pm best,positive
19078,confirm karlo pehl thik khan bad hawa udey secular summer class rahe,negative
14464,sir pleas rewrit ncert histori text book noth great sacrific even netaji,neutral
40614,free cowork desk dtla dopleas rsvp sure attend,neutral
1,ais rahe jais pakistan wale ni kart south africa hara na bharat chan logon ni lena,negative
31715,trailer kamal diya eagerli wait mein trailer articl shocktrail,positive
38801,tumhar malik stifa diya manzoor nahi jant chor kon lekin itna jhuth bola back,negative
26756,rohatgi madam pehl sachch hindu hindu rashtra bad bana lena hinduism,negative
5384,sena best good go,positive
31830,iski gaand pehl fati modi pm banan fat paidaysi chutiya,negative
35029,pakistan gurudwara toda gaya without problem sinc major power,neutral
41273,dhan dhan satguru tera aasra morn sohn bless apna khayal rakhna sohn,positive
31085,voic india kohli aasr ghanta kuxh nahi ukhar sakt,negative
368,enrich follow enrich well pick mhbt,positive
29490,like listen music love weed loud,positive
43902,gandhi deshdrohi sala congress muslim support gandhi mehta gandhi gandhi,negative
17256,mani mani happi return dstw wish best happi download hajaro baudir crush,positive
26077,pallavi someon import life kinda fought name nikhita plz,positive
23321,sir dhoni player world cup,positive
11655,sj ya thank much,positive
8126,meray dia khud hijrat thi sirf thi beti phupho sikho shahe,neutral
11147,rashid kitna sakt jais tumhari aatma santi mile ais hindu hone,negative
4726,leadership paki sachhai dunia jhuk sunati proud primeministerimrankhan,positive
34516,bujurg log gay hain kutilmauka parastlobhibeizzati karn waladarpoksatya chupan wala,neutral
13617,farha kiski kitni aukat uska social media account follow nahi uspar mile comm,negative
10562,lanat buddh cahnnel anchor ji sab sun ghaliz muskurahat,negative
15355,congress updat nahi last kuch year presid kafi kosi suffici nahi,neutral
29784,ye abhi biggest superstar sultan bollywood baap indian boxoffic,positive
36084,nation baat tere dikkat sale hindu bare kuch bolta sale,negative
19485,isko likh sale gaalian nakli voter modi biggest liar bola bahut sadial insan,negative
15563,elon musk tri fuck woman half cat,negative
11921,ji jawan ji kisan cabinet decis ji vigyan thank modi,neutral
11305,thank darpan likewis talk love transgen approach,positive
38407,begairta gaddar nahi corrupt ilzam baat mein agar,negative
21304,fairi littl lol stuff platinum probab,neutral
10882,mujh teri maa behen bjp neta khu karti dallal bahar,negative
25634,thankyou much papa keep bless bless keep move ahead love consist speed,positive
24274,heard posit review indiasmostw critic junta dekhn jane plan karna padega,positive
14344,passion love word fayyaz bukhari proud father capt asfandyar shahe mai darkhwaast mulk fauj,positive
10947,bad past tens nahi hota even marri time wrong,neutral
493,namaskar mere priya honour pradhan mantri narendra modi congratul lord jagannath ashirv,positive
7369,malik tension mghi wesi folow nahi hoti jnteract zada karta,neutral
24619,anpat kuch galat likh diya jindagi bahar rota rahega,negative
35423,that pathet sharam nahi itna chota bacha kharab rahi,negative
36430,saghir scientist pinki pinki hoti chahiy manika kanjar khan,neutral
11775,sanghmita train behad behad jism log baha bakriyo tarah bhare par rakhn,neutral
21453,also made super amaz akhrot halwa guysssss realli need order bless tast bud,positive
22711,sahi lo support tums umid sakt jail,neutral
43685,love need fridayvib vibesformytrib namast vibehigh positivevib hope love,positive
23019,modiji time time chang come congress hath garibon sath abhoganyay,positive
31065,electr xhah bahg teri maa fudda,negative
8838,june expect good match bhi ladt hain pura mohalla mje leta type,positive
9369,hariom ji ji krishna mahadev ji bajrang bali ji mata ji mahavira namah budham,neutral
14746,rehna mute felt fuck hot littl click never ever impact,negative
31591,cha sayad aapko ni bjp post nahi na parti sadsya humn,neutral
14478,kanda pitaji bless perfect coupl alway love respect sewa sim,positive
20945,mujh bata twitter phone mein kais download kya jata video mujh download karna,neutral
19918,pakistan team phir rakh diya hamara itna bura match lose fight hoti halk,negative
12973,give away par grandstand enclosur ticket investecderbi chanc win follo,neutral
11692,virodhi khooni dhamki rahe virodhio na loktantra visvash nahi gunda parti log hame,negative
35191,teri biwi bhosra,negative
3530,wish new month spark fun masti burst joy love overflow bless,positive
3838,yadav nahi yahi bjp superstar pracharak jinhon apna kartavi sahi nibhaya umm,positive
37690,mein pakistan nan pehl match windi hara wicket bad pakistan champion bana,neutral
16165,mother shock switch ndtv said thoda enk sakal dekhn,neutral
34606,zoya beti khush liya apna aayega modi seat ayengi dekh lena mein challeng modi,positive
2741,aadmi ach dekhn liy surat barabanki jana hoga room twitter kewal bhram,positive
3652,sharma sabs base chor vehi unkebad yeto chote chor congress chor gaddar deshdrohi,negative
19960,hoep good day ahead last want impos hindi,positive
26547,pakistan inshallah tukr nahi sakta lekin pakistan liy itni gandi zaban karn,negative
8169,modi great real dynam leader vikash purush roozgar brand reserv imand sab niyat majboo,positive
31616,kutt aulad haramzad train bahut jaruri desh raksha dharm raksha,negative
40700,zaigham ahhaha rahim raazi rahi naraj na excel polici baat,positive
12691,abhi namun nikalt rhege dekht saka rojgari baat kart nahi haram khor dalali media baithi,negative
21148,sharma superbb bhi vajpaye zamana alag vajpaye modi,positive
11064,shaadiyon mein chaat bahut khaya hoga kabhi dadhi gujiya chaat khaya dekhiy,neutral
7442,allama khadim hussain rizvi jumma mubarak khoosorat clip,positive
34836,friend like qatar wapsi petrol wahn leti aana yahn halat kharab,neutral
22116,slay ulta mental panauti,neutral
12719,h chalo sahi push relax junior,neutral
36073,good morn bhaiya nice,positive
11097,better peopl awar rather feel bless ignor thing,neutral
21380,mine also work ghatia servic sala april yahi scene chutia tumh pais,negative
11721,father match dekhn bad raha agl match commentari khadim hussain rizvi karwai,neutral
41996,cheater india shame jhoot rast samai jyada dear nahi chillat hacker,negative
23240,ghatiya gaddar zaroorat nahi,negative
4146,zehar lagti mji log sidhi baat ni kahti baat ghumti rehtay like fuck actual want,negative
10336,god channel good promot show hat amaz portray aladdin,positive
22171,modi new cabinet best news new shakti ministri idea whose time come worst news well cant,positive
35220,realli happi pm kishan yojna facil facil go realli needi person,positive
16832,tujhekitnachahnelag gaan sir layi thank sir love song,positive
42192,arjun meghwal bjp thank pm amit shah show trust thank behalf peopl bika,positive
24021,sir present sath futur thora dhayan sir educ system drastic chang jturat,positive
3589,congratul sir behalf india samasya mila bharat oath ceremoni pm india,positive
4921,even close point make dont care guilti,neutral
35642,agarw nehru naam chutiyapa karn zaroorat mujh nahi gulamo,negative
21460,mitra samuh milkar hote hona chahiy rahe nischit roop,positive
20472,know marvin gay drop new album well,neutral
2495,love jungkook casual check center love armi worri run away armi,positive
10784,sir mein pm mention jald paunch,neutral
37948,apn kabhi sarkar pucha cror rojgar apn kabhi sarkar badhti,neutral
42418,thank,neutral
5124,hatk thank share,positive
1496,exactli bhi sudhar jaun inshallah,positive
31569,sighra appsc jaanch tatkal athi vidvano niymit kya jay,neutral
15586,sir lick news without fact check worst part democraci peopl,negative
35724,maa yhoooooooo weekend,neutral
37841,prakash saini news channel wale dall debat congress pravaktawon beijjat karn,neutral
11323,wastapp plz sir call plz sir vajha meri zindagi jayegi,positive
35046,speechless numb excit baat khurana sab honestli surpass expect realli look,positive
29949,real life event good hair quick take pictur send husband,positive
31339,mind bangladash threat denay wali bablu mr safder nikal gaya,negative
10770,kare log abtak kuch ni chor sale,negative
6332,kamal choic hain chun hare moti liy hain fake degre crimin record extremist,neutral
33860,gormint bikchuki sab dhayan bhatka raha unemploy deta aagaya nsso worst year blame,negative
18754,leadership mehnat jeet,positive
17890,dixit log kabhi nahi sudhreng evangelist,negative
5304,look great stay jatayuplywood visva prateek plywood wood plywoodfurnitur woodwork,positive
43211,love bhaijaan sir pride india two super duper star bollywood,positive
29742,real muqabla nahi garri,positive
24255,urdu pmln patwari pagal gay petrol price much high even europ rubbish ppl,negative
28297,chahiy congress bjp dono kabhi dhayan diya nahi saal likho tone anj,negative
4299,inko chatukarita fursat mile tabhi free kama rahe nahi itn muft rotiya kais,negative
19776,valencia besti tomorrow surround good peopl full prawn jalfrezi pelo rice good night god bless,positive
37421,shahid siddiqui isko itna bhau kyun dete kon sunta modi yogi hater,negative
29162,cleavag foreign accent rakhn intellectu nahi jata,negative
37081,aisa faltu leader sirf musalman bare mein sochta baki kuch nahin sirf bade bade baatein,neutral
8769,offic modi hame bijli choola diya ghar diya unh vote kyun na analysi result gener,positive
37540,worldof gawar usk neechai likha padega ba caption,neutral
37883,suspend sarkar ais logo badhava nahi dena chahiy agar janbujhkar kya,negative
10503,happi birthday besti kong marupok cuti dyan he love yo,positive
40456,ye swara real issu india secular india vanish extr,neutral
32915,isko jalna nahi jale burnol dena bolt late,neutral
10563,love club,neutral
36292,bhaiya muslim vote tumhara baap jageer owaishi muslimo haq baat mirchi,negative
22528,use good word sha allah sha,positive
38249,kuch log keht musalman bjp wale baat pakistan jane baat kart,neutral
40501,aapko pradhan mantri shri narendra modi dher sari subhkamnay first vote india,positive
26815,jald bjp aayegi modi inh apna bhagat jarur deng,negative
11670,kitabo upar par nahi rakt bata anyhow feel either correct offend,neutral
14929,best par comment prabha trisha anushka tamamnnah kajalaggarw,neutral
23216,thanku pata jaan jaan aagayi plz bless rock mehntwhol heartedli taiyari krwad,positive
13689,great player score run last inning test match bhi aashiqui khel,neutral
24192,saaf saaf wala prove nahi sakta munna chutiy,negative
11037,ji bajrangbali ji shri,neutral
18379,love,positive
23010,tums bada chutiya kon dusro murkh smjhti khud bhaisawati taala,negative
26963,sharma time pass ho gaya month abhi apna apna kaam karo bjp aay congress aay work hard live,neutral
9101,kcuh nahi rehta vikrant gupta baitha dete bakcoodi karn liy,negative
3689,aapk news channel bjp jeet sachhai samn lena chahiy jeet sirf sirf bamaaaaa,negative
34931,rana ladk ladki mater fhasaa apni person mater bhadass nakli kutto,negative
30097,oodhar pm sapath rahe keechar lathpath rahe ghatiya news band karo,negative
32707,sare jahan acha hindustan hamara boln iski gulistaan hamara naturoveda honour global,positive
2933,madam bais delhi logo pari bana diya taraf gandi kaudika jais ghatiya,negative
3488,hindu arey nahi surgic strike zaroorat nahi padegi modi phone laga,neutral
9591,queen pehla mein right,neutral
23347,aveng ladi kejriw attent liy kisi hadh jayegi udhar chutiya modi naam leke nahi thakt,negative
9911,unlockyourinnerpow good even guru bless sewa simran parmarth make perfect,neutral
2883,asif hari kisi surat team ni sakta pata kais aagaya puchn wala ni,negative
42700,kisano jane wali kon suvidha gayi pehl jati sirf flop,negative
16149,ster best wish aapko main apna novel my,positive
26895,waseem bhi liy bohot don amaz transmiss shaan iftar,positive
10250,sahu love prophet muhammad,positive
17843,amit shah bjp presid rehna chahiy parti jitna,neutral
36494,behcnhooodo gustakhi sahiba nahi khanzeer aulad jhootay dallay mere mola sharam haya,negative
28078,khud tumhar alawa majak nahi udayega care indian parliamentarian wear,neutral
5027,account mote diya magar dil notif jarah hain unka,positive
24671,happi birthday jarina sometim find nowher sometim nowher find,positive
33879,sir hare nahi life up down aat reht hain dil media pravakta na bhejn,neutral
1774,tumhari itni aukat nahi uncl modi malum kitn bade wale idiot tumko sirf pal,negative
42232,bhi cylindr sharf aapko mibarak love,positive
12061,sale jeet nahi sakt gandi soch gandi zuban wish spoken dignifiedli,negative
12141,ji irani rahul gandhi harakar bahut acha kya ji bjp,positive
15397,sun jehadi suwar tera number bahut bhook modi usn tere maut diya pm kutt,negative
6427,happi birthday gopi sundar filmi duniya help line gopisundar known,positive
36633,janta satki saan atki abus peopl rais slogan peopl angr,neutral
22130,akansha sugandh bismillah kijiy janab,neutral
43221,recommend anyon cosmetolog job menomoneefal click link,neutral
8691,india jitegi majak bhi baba ganta jitegi iccworldcup indvban run wicket,neutral
5606,mehta eth rakho khair khair chandigarhamritsarchandigarh show houseful love mere ustaad love,positive
20182,vahi aukat hindu hindutva isko nafrat jahir ugaln,negative
35162,bologuruji apka twitter account verifi kyu nahi,neutral
32639,offici bharat emoji tweet use bharat bharatthiseid iambharat bharatwithfamili thank,neutral
10688,modi agar vadiya vyavasta liy kuch aisa nahi soch implement kijiea jais humari,neutral
13424,friday fun friend bheem tax servic,positive
10550,karna kapoor heart mind india west,neutral
21220,samad maza drama sari episod dekh mukani maza hafti new episod intezaar krni nahi,neutral
15003,sab tabh awaaz kharab video,neutral
21352,emmak stori travel car music play bhi gaan sunt gaadi,neutral
26798,khbi social media link opn na kri kri nahi account hack honi hatra hotaeasil,neutral
25864,shree narendar modi dobara pradhan mantri banan bahut bahut subhkamna hame asha nay bharat,positive
16526,solank circumst lead death adewura distast clear indic poorli govern,negative
26571,chup rehna abhivyakti azadi chordan patrakar kisn banaya bjp ndtv,neutral
4767,guy want know upload awesom new loon video store loon looner,neutral
13257,pappuje btay chor kon gadh chatukaro chakkar padkar nuksaan karw,negative
33532,janta pais loot arabpati gaya congress parti wale desh lootkar khol,neutral
33054,pleas modi kuch kanoon jarur badal dijiy nahi jhagd ghar rahe kabhi band nahi hoge,negative
37199,rehn super cute realli invest camera,positive
20103,bhag bhag deewani kabhi kabhi road roller raaten dhan payo,neutral
28007,new video seri kudiy ni video song fat aparshakti khurana sargun mehta niti mohan new song,neutral
11109,ambani madam question chang life billion repli ambani famili provid,neutral
10697,gaze crime patrol satark rahe savidhan rahe dimag mein itna ghu gaya hain jog time samn jais,neutral
19628,bahut pehl karna chahiy pele india destroy congress even want congr,negative
31299,khushi rahi aapko movi realiti elect peopl,positive
21486,vapa nahi bhul elect jitn vale bhay,neutral
19548,dhol purani baat thkti barbad jati,negative
38766,bjp parti nahi apitu parivar yahi chees bjp aag rahi haisabhi,neutral
22867,good heartwish happi bless ramadan ramzan month kind secretari gen,positive
37315,nomadicpk hollow allah aapko pathan kabhi na banay haisiyat nahi aapki churail,negative
34903,bhi mehnat kariy jeet rehti mehnat kareng zarur jitega,positive
5266,write nahi behen meto shock gaya itn follow khan gay phir pic kholi pata chala,neutral
35450,morem,neutral
38595,mujh samajh nahi pakistan cricket team exist kyun karti,negative
29366,bahut khushi harrrd minist banan bahut bahut bhadi sir mujh aapko,positive
36439,dekhiy vaibhav humar thik badhiya perform weekend superdancerchapt mein raat baje,positive
22155,sahi kaha apn bade netao congress muqaam khda time chang,neutral
19374,sir great statesman dirti politician god bless jitna,positive
37376,india fake desh bhagat chakki kumar fake collect,negative
15391,bilkul isko nahi pata rozana kitna mobil card tax kate petroleum rozana,neutral
14669,sushma complet well reason could contest elect,neutral
26870,sarkar bacho chalta rahega modi thik dengi abhi congress clear,positive
14351,book appear last year know protect peopl life protect ah he,neutral
30644,yuva farq nahi padta bu galat likhva sarkar koshish inh hindu musalman,negative
11590,team thumbaa hakunamatata special kid jungl mania event offl,neutral
43173,chade babi congratul pleas take good care babi smtm,positive
15524,modi aapko bahut bahut subhkamnay mahadev bhagto kabhi har nahi hoti modi mahak,positive
8788,mirza nation dress complex proud wear shalwar kameez,positive
13754,choosen modi sit purpos balki desh namak,positive
6589,trailer cha gay,positive
14876,kutt pakistan nahi vais tumhari aisi soch pata,negative
41547,siddhu joker pagla gaya pubg mental hospit jaiso liy banaya gaya hoga,negative
28840,nice dhan dhan satguru tera aasra good morn,positive
1281,modi sir aapko bahut bahut badhai dusri baar pm banan liy bhagwan aapko,positive
44599,bi kabhi na water canon samni khud tumharay baap hakumat mein baat pehlay,negative
7790,need umrah better place spiritu point life appreci musli,positive
19379,write tweet loundo chal raha logo darmiyan,positive
205,datdud shay special lol,positive
42185,kyun congress dala salo muslim bhi log mila,negative
18092,kash vavijaan bolti kabhi na kabhi aapki nayi movi bharat dekheng katrinakaif vi liy film hit,negative
4,prerna save raajaraam background watta scene,positive
31851,bhi channel jarur wapa aaega,positive
7147,kutt fauji tassub bahar hain lac pig qoum maa,negative
20888,ever wish could join flight angola follow marcel extraordinair adventur,neutral
11479,oh wonder snap map load thought internet bad lmao,positive
6043,salam ishq meri jaan favourit song old gold jiyo hajaro saal,positive
35447,bhikh mangn desh pass tmr nahi doodh nahi baatein badi badi kart,negative
22144,sale shakal dekh apni donkey lag,negative
17564,kyunki abhi dono halat kharab agar next month mein congress kuch bada karti thik otherwis,neutral
12571,pleas hamari kici player sath pictur mat lenaku know champion trophi,neutral
16143,bharat lokpriya pradhanmantri aadarana shri narendra modi bahut bahut shubhkamnay modi sarkar,neutral
37161,akhir aapki mehnat rang sir big big big congratul sir aag badho aapk sath,positive
27688,sanaaa meri bongi tweet mji easi bad extrem level,negative
12100,bharat tukd karnewal tukd gyang dart knw amith aapk upar,neutral
17977,log andh bhakt kaam nahi congress done noth bjp done noth,negative
19176,tumhara baap hashar huva phir mat bolna allzulfakar na,negative
14578,modi aapk liy pleas pure india aisa kariy,positive
10817,bachpan sath rakhiy zindagi sham umar mehsoo na hogi safar muqaam,positive
23466,bakwa raha jais chor neta socht desh bete hindu muslim apn kaam,negative
15171,happi birthday baybeee mimi love albi,positive
16607,media dalali gift desh media hindu muslim sulgat rehna,negative
35341,khan minist itn na hain sifarish written mein krwate hain abey akal andhon aisa karta,neutral
15402,congratul smriti feel proud indian mahilao vika chetra sudh,positive
16710,two sun chu teri hamesha phatti kon pasand nahi desh chod vidhesh,negative
22177,media khel agar congress media kharid hoti pehl elect na haarti,neutral
23459,halat buray hain kaptan nahin believ matter win lose support everyth,positive
10607,pakistan bat lambi taraweeh rakaat hoti hain pakvwi,neutral
38904,aziz neta bani koshish mat tere andar jinnah khol daud aid vala,negative
10801,hate joy belov goddess hero dawn healer world dream,neutral
12070,media samay bhajpa kutt kaam rahi,negative
9571,jivo sure great took someth bad day first though,neutral
20040,allah akbar sha allah pakistan qayamat rahi mitani walo nishan nahi,neutral
35062,muhammadpti parliamentarian dil yahe khayalb hona chaeyeb good sir,neutral
24783,musalman dene tayar banan himmat nahi yahi mudda hindu muslim ladn,negative
27348,ufff ufff fan hogaya gonna dream tonight awesom best beauti,positive
25374,awesom rie play epiphani seokjinid love purpl hair purpl purpl purpl,positive
4870,tumhari samajh bahar cheez apn ghutno jyada mat dalo kitchen,negative
4952,nilam nahi hoga laga,neutral
6325,tera sath bahut bura sambit god mean everi dick harri,neutral
10973,surya ais kutt nahi sudhart kutt poonch saal nali,negative
27480,super excit fake news na ha bulilitsund,neutral
15590,khavdu bhi rock,positive
18026,roast could retweet shitti taglin great comeback pagl sorri wankerl,positive
30043,namah shivaya ji shiva shambhu mahadev,neutral
16128,tabhi mana karten gandi nali tarah pichwada faila,negative
163,chal apna granth parh mujh yakeen tune nahi parha hoga parh leta,neutral
41083,btameez awein gaaliyan isko mni block kya hain dusra wala,neutral
34411,bhaiya dusr tweet credit diya karo thora bahut wala cultur kabhi kabhi,negative
889,rosi dekna jagah kamal hoga chpa chpa ji shree hoga,positive
3622,mehta gandhi jagah dena currenc bahut loott desh well,neutral
25954,suggest upper cash less transact dijiy ji hind,positive
13632,congress priyanka baato visvash karna hoga vijay hamari hogi,positive
3808,cloud cult show would love awar four fist music featur,positive
18300,acha trade nahi bana saboon dhol saaf jata,positive
10307,soch bakwa karn wali gandu ais ni sudrengi,negative
19390,excit announc girl sing nation anthem tonight,positive
8725,nka yadav lagta india nahi bhi sahab bjp govt nahi,neutral
10897,love pmln naam mein pakistan ata,neutral
1298,salman khan fan give threat singer suna mohapatra insult bhaijaan,negative
11766,beldar mein saal nikal diya bhi isn,neutral
20849,badi team hoti sota marn jati lootn time tittl aati,neutral
23151,look inspir journey life watch sikh raha,positive
13860,forshub love dena zombi game,neutral
11039,hack becom hindi film hero gundo ladna race mein sabs aag bhaagna bachahan gaan ganga court,neutral
33280,jungkook went easi peasi lemmon squeezi beti bought better butter make bitter butter better,neutral
10001,seema award mean much thank amaz product hook idea,positive
12164,love even though talk tbat much truli wanna friend tri yay,positive
29242,train gen bogi janta halat dekho halat gen bogi nahi badht,neutral
1961,kon sadey naam nahi pyar,positive
20161,shame agar aapko pakistani urdu ginti count nahi,negative
10919,much fun see london recent wish gotten chanc hang,positive
3101,ji hind pm sir sir hame sirf visva sirf desh system lagu sakt,positive
41796,girl tweet dont bitch band kardo option itni nakhr kisi garib bhala sakta,neutral
19210,parent hamari beti doctor banegi beti slay sinc justin zain fuck,negative
7836,brute breakup tere na socho raat nahi todt mera teri aukat nahi first somewherem,neutral
23519,sir kons school aapk kid,neutral
10992,surjewala said delhi bhaagi amethi haari hatrick taiyari bhi sab,neutral
11056,question tickettobharat bharat song unveil maker first hint featur dishapatani,neutral
26677,risht mohabbat lagti hy,positive
35603,bjp support ni karta modi fan jarur happi wapa pm huge,positive
42319,bhale duri jitni nigaahon nigaahon magar khwaabon duniya milungi tums rozana good night,neutral
4871,chutiy tujh pata nahi zimbabw nahi khel rahi ajat hain muh utha tanqe karn,negative
2354,back sorri apex yanno crash crash stream froze great game,positive
39331,thinker uncl itnay aandhay hogay bhakti mein aveng end game scene lakay modi swear cere,negative
9728,kart madam ni karta ba baap chlwata,neutral
7418,captain sahab expect nahi armi kaayaron tarah kyu muh chupa rahe,negative
2798,kabhi toum youm soup dekna zada level hota,neutral
17002,kyuki diya nahi samarthan,neutral
21641,lol bhand give lectur trampl chutiy teri bolti surya tejasvi band,negative
19442,nostalg trend made miss day store rememb tower goodi charg,positive
16987,zulm nahi khud godfath thekedar smjhti,negative
21114,salo goli nahi mar sakt bencho,negative
21201,tech giant appl respond privaci sundar pichai,neutral
15588,dafa majboor realli joke burma gaja halat majak,neutral
23421,jais mian aulad maa mar gayi dafnan nahi baap jail mein sarahah raha dafa khairat,negative
27386,point life give fuck anymor,negative
41853,subhan allah misaal apn petrol pump jais deti hain,neutral
32890,budesk sora barsey diari jhalak look awkwardli funni,positive
25146,proud moment stand belov leader pm word gujarati modi main apna upar,positive
23073,piddu lame joke dosti khatam,neutral
25501,good sign lena bacha usk bad kisko vote dega pata dew kuch nahi hoga desh,neutral
15358,woulda cut car cutta left fuck wrong,negative
27267,itna thoka elect pseudo secular firbhi wohi tape,negative
20484,want bjp sarkar bangal bangalt bjp sarkar chai,neutral
40829,tujh sale khud patel piteng matherchod pure andolan bech dala tune khud ghar,negative
1769,sir sarkar jitna karl humlog jabtak jagruk respons nahi hong tabtak kuch thik nahi,positive
9823,jkjdghj miss much love inappropri long,positive
22311,thore rajasthani humor bahut ach pehchant,neutral
27720,aisa charact shayad kisi shahdat nibhaya hoga miss sahil out,positive
2783,dear sir dobara sit meet liy tahe badhaye hamar hain,positive
11831,pathet kutt dhoom kabhi sidhi nahi hoti,neutral
6871,ajk samay karigar bhooko mar raha asli karigar hoti pass nahi,negative
32874,sir request sir law lagu jism person govt privat job liy select hog,neutral
11469,sarfarazahm massiv respect captain sarfraz wear nation dress world cup jeeto hero jeet liya bhi,positive
15609,suwar pappu putana apni aukat dekhi shri surendra singh amethi mein goli mar hatya karwa,negative
33695,hello sir congratul wish best futur prayer keep nest,positive
13520,great thank look like weekend kharcha nikal,positive
31874,hbdilyasqadri bohot dino din sahi dekhiy happi birthday maulana ilya qadri sahab allah bless,positive
40795,shayna look gam glad great peopl repres bring pnm gogreek,positive
19463,accept na chahiy chor chori khub loota khaya crime hide liy lootn vale,neutral
43637,behen much smaller standard size one,neutral
4650,congratul eight winner scripp nation spell rishik gandhasri erin howard saketh,positive
16825,zardari matric fail chairman lagaya rule regul khan peopl balti chamch,negative
21332,talk karna kapoor shahid bare pucha jata jawab deti,neutral
29206,bhaisahab namaskar chiraiyakot resid yahan bijli halat bahut kharab fix,neutral
18247,sir logo aaps bahut umid sir main sushma swaraj bahut messag kiy resp,positive
32594,bakwa bakwa khatam hoga trp game taken go help,negative
1650,india dont call advantag moment call bhatti nadi hath dhona think beauti,neutral
35814,happi birthday heaven love last year nung birthday sinabi saken na bang balak puntahan,positive
25609,jaisa khan dhund laayen love rawalpindi express,positive
32671,modi amit shah sare chod bjp karykarta bangal bechar mar rahe aapki parti,neutral
18509,get critic situat kabhi kisi profil check galti video call laga,neutral
11041,fasi sale,negative
33806,ahm baja tera raha,positive
14897,lagat garib offic behen sheth pakra hhhhhlanat logo,negative
36213,realli think middl class peopl like joke like shit like baba,negative
10843,aatankwadi ja batan wale dekhi nahi rahe,neutral
15914,raffey la hope magar besharam accept karan bouncer nahi khelnay aati hopenotout,negative
8877,kashif sumaya nation aimim bhi,positive
16615,mere tere dushman doodh dant gira nahi naak ganga jamuna roka nahi chale takran,negative
38330,firstli find love life plz dono secondli tumharay danc chakkar zindagi barbad karloon,neutral
20906,kuch log rahe hain final result pehl jashn mat mano agre abhi ba thobda dekh khush,neutral
